ID, Name, Longitude, Latitude, ReviewCount, YelpStars, AreaID
15135,East Boy,-115.1372536,36.1034205,4,3,6
15136,Purrfect Auto Service,-115.1361587,36.0966952,3,1,6
15137,Dominos Pizza,-115.136537,36.099931,20,2,6
15138,DHair To Be Different,-115.1175528,36.073179,10,4.5,6
15139,BEST WESTERN Mccarran Inn,-115.1486543,36.0998313,13,3,6
15140,1 Hr Photo Shack,-115.136178,36.1051599,18,5,6
15141,Life Care Center of Paradise Valley,-115.1191588,36.1069096,3,1,6
15142,Sunset Pizzeria,-115.1175528,36.073179,25,4,6
15143,Stake Out,-115.13605,36.102784,64,4,6
15144,Vons,-115.138671875,36.1002006530762,42,2.5,6
15145,Come & See Shoe Repair & Alterations,-115.1380375,36.100861,5,3.5,6
15146,KUNV 91.5 Radio,-115.1416111,36.1056011,6,4,6
15147,4 Your Nails,-115.135068,36.11543,13,3,6
15148,Eric James - State Farm Insurance Agent,-115.1345645,36.1155209,8,5,6
15149,Sprint Store,-115.141337,36.1150644,8,1.5,6
15150,Machine Gun Kellys Gun Vault,-115.12614,36.070412,10,2.5,6
15151,Cili Restaurant,-115.175499,36.083212,27,4,6
15152,WorldMark Las Vegas - Spencer Street,-115.1287325,36.1125391,12,3.5,6
15153,New China Buffet,-115.13276,36.115612,14,1.5,6
15154,L & L Hawaiian BBQ,-115.137418,36.115721,7,4,6
15155,Rebelbooks,-115.136686,36.1048339,13,3,6
15156,Little Caesars Pizza,-115.173216,36.0948217,3,2,6
15157,Dollar Rent A Car,-115.1495734,36.1035246,15,2,6
15158,Shrine of the Most Holy Redeemer,-115.169752,36.0967472,20,4.5,6
15159,Lone Star Steakhouse & Saloon,-115.136639,36.114859,5,4,6
15160,Party City,-115.137459,36.12096,13,4.5,6
15161,Jasons Deli,-115.136879,36.117891,111,4,6
15162,Mint Indian Bistro,-115.147404670715,36.1148754728254,518,4,6
15163,Totos Mexican,-115.125135,36.100336,18,3.5,6
15164,Aloha Kitchen,-115.1377866,36.1035184,201,3.5,6
15165,Leonards Wide Shoes,-115.171897,36.090535,4,2.5,6
15166,TaylorMade Golf Experience,-115.169846,36.06876,93,3.5,6
15167,Smog Checkers,-115.121181,36.071257,4,5,6
15168,Thrifty Car Rental,-115.1502673,36.0935575,43,1.5,6
15169,El Pollo Loco,-115.118746,36.059041,18,3,6
15170,Paul K Hilton DDS,-115.1190641,36.1063614,3,5,6
15171,Buggy Wash Car Wash,-115.123979,36.0573222,7,3.5,6
15172,Regency Auto Spa,-115.1371345,36.1061753,48,4,6
15173,Doubletree by Hilton Hotel,-115.144844,36.058477,44,4,6
15174,Gilligans HideAway,-115.114898,36.142401,13,4,6
15175,Yukon Grille,-115.075618,36.1230335,11,3.5,6
15176,Key Realty School,-115.0954114,36.1158756,18,4,6
15177,Walmart Supercenter,-115.1083313,36.0982655,39,3,6
15178,The Oasis 105.7 FM,-115.112322,36.128775,3,3,6
15179,Donut Hut,-115.1032455,36.1302794,70,4.5,6
15180,AAA Wuxin Healing Arts,-115.111914,36.115777,3,3,6
15181,Robertos Taco Shop,-115.067036,36.137371,13,4,6
15182,Four Mile Bar,-115.0946089,36.1394497,3,3.5,6
15183,Kids Quest,-115.0881146,36.1165487,6,2.5,6
15184,The Broiler,-115.08464388335,36.133471580939,25,4,6
15185,Cabo Mexican Restaurant,-115.085162,36.1310868,28,3,6
15186,Pasta Cucina,-115.0877635,36.1337393,17,3.5,6
15187,Benjamin Glick DMD,-115.032531,36.0233665,6,4.5,6
15188,Savers,-115.105821,36.0998234,11,3,6
15189,Budget Suites of America,-115.068055,36.11691,3,2.5,6
15190,Oasis Hand Car Wash,-115.1002724,36.1151544,39,4,6
15191,Casa Di Amore,-115.1116708,36.1003826,324,4,6
15192,Albinas Italian American Bakery,-115.1091527,36.0999386,11,4,6
15193,Diagnostic Imaging Southern Nevada,-115.0975359,36.1156958,3,2,6
15194,Green Florist,-115.1000454,36.0992774,3,1,6
15195,International House of Pancakes,-115.10385,36.100444,23,3,6
15196,Nails Expo,-115.102953,36.116765,8,2.5,6
15197,A Tailor,-115.101699,36.10079,6,5,6
15198,Blueberry Hill Family Restaurant,-115.092388,36.1161975,197,4,6
15199,Dal Italia,-115.0709505,36.1149304,16,3.5,6
15200,Kentucky Fried Chicken,-115.1119711,36.1002158,3,3.5,6
15201,Marine Center of Las Vegas,-115.078419,36.123849,4,3,6
15202,Verizon Wireless,-115.0887593,36.115268,9,2.5,6
15203,PTs,-115.0796262,36.1003418,10,3,6
15204,Olivias Dollhouse Tea Room,-115.093145,36.100634,4,2.5,6
15205,Discount Tire Store - Las Vegas,-115.1129681,36.0995367,11,5,6
15206,The French Style Dry Cleaners,-115.136389,36.175,3,4.5,6
15207,Nail House the,-115.0938316,36.1153585,5,4,6
15208,Dan Dee Dry Cleaners,-115.083924,36.130215,6,4.5,6
15209,Smart & Final,-115.082407,36.130324,3,3,6
15210,Blue Ox East Restaurant & Lounge,-115.0918871,36.1143211,21,4,6
15211,Ted Wiens Tire & Auto,-115.2976326,36.1158704,6,3.5,6
15212,Paddys Pub,-115.099806,36.1137594,3,3.5,6
15213,Findlay RV,-115.0774603,36.1233761,4,2.5,6
15214,Los Compadres Meat Market,-115.0752809,36.0999886,4,4.5,6
15215,RadioShack,-115.089477539062,36.122371673584,4,4,6
15216,Walgreens,-115.1185874,36.1005035,3,3.5,6
15217,A Fade Specialist,-115.064608,36.128647,3,2,6
15218,Bagels-N-More,-115.118646,36.0997879,4,4,6
15219,Fuji Japanese Restaurant,-115.099351,36.1006486,25,4,6
15220,Jack in the Box,-115.065857470036,36.1288283437004,6,3.5,6
15221,Pizza Hut,-115.113908,36.099264,15,2,6
15222,Wag-N-Tails,-115.09094,36.114002,6,3,6
15223,Twesme Ted A DDS,-115.1006997,36.1068606,4,4.5,6
15224,Miriam S Bettencourt MD,-115.053392,36.064174,8,2,6
15225,Las Vegas Skin & Cancer Clinics,-115.0989055,36.1081181,7,1.5,6
15226,Alexs Shoe & Jewelry Repair,-115.2797333,36.1191125,14,4.5,6
15227,The Ritz of Las Vegas,-115.10146,36.116349,8,4,6
15228,Smog Busters,-115.092872,36.114826,3,2,6
15229,Las Vegas Auto Spa,-115.083484830627,36.1309611365697,3,1.5,6
15230,El Gran Taco,-115.0656221,36.1005561,6,3,6
15231,El Pollo Loco,-115.1161258,36.0996477,9,3.5,6
15232,Advanced Guitar & Amp Repair,-115.1023244,36.1001887,4,4.5,6
15233,Eyeglass World,-115.102022,36.100386,17,3.5,6
15234,Big O Tires and Service Centers,-115.071252,36.115313,8,4.5,6
15235,Smiths Food & Drug Centers,-115.0903215,36.1164059,22,4,6
15236,7-Eleven,-115.072814,36.099867,4,3.5,6
15237,Dylans,-115.073455,36.119771,4,4,6
15238,Golds Gym,-115.0935983,36.1155353,9,4,6
15239,Kfc,-115.066886,36.114249,5,2.5,6
15240,Cavalier Lounge & Restaurant,-115.090593,36.129968,3,4.5,6
15241,Cosmic Comics,-115.09151,36.12051,24,4.5,6
15242,Wo Fat,-115.09358215332,36.1300048828125,80,3.5,6
15243,Farm Basket,-115.1150604,36.1005504,3,5,6
15244,Sandy Hill Animal Clinic,-115.092867,36.100596,18,4.5,6
15245,Thousand Trails Rv Resort,-115.078908,36.12878,6,2.5,6
15246,Pjs Cleaners,-115.117212,36.100235,4,2.5,6
15247,Las Vegas RV Resort,-115.064691,36.1188622,10,4,6
15248,Chapalas Mexican Restaurant,-115.1039694,36.09971,78,3.5,6
15249,Long John Silvers,-115.065674,36.113192,5,3.5,6
15250,Pet Kingdom USA,-115.1183724,36.0986932,60,4,6
15251,Dylans Double Deuce,-115.0659611,36.1334885,4,5,6
15252,Geisha Steakhouse,-115.0927902,36.1296013,68,4.5,6
15253,One Stop Auto Service Center,-115.0677438,36.1149141,4,4,6
15254,Mr Sheas Shear Perfection,-115.1032455,36.1302794,5,5,6
15255,Pecos Barber Shop,-115.0999935,36.0993723,3,5,6
15256,Swiss Cafe Restaurant,-115.1060721,36.0998468,3,3.5,6
15257,Capriottis Sandwich Shop,-115.0911513,36.1170748,40,4,6
15258,Game Stop,-115.106185,36.0999618,3,3.5,6
15259,Nails Today,-115.117267,36.0998625,12,4,6
15260,Quiznos,-115.102291,36.115602,5,2,6
15261,Jeffery W Hadley DDS,-115.1013253,36.1187068,3,5,6
15262,SmartStop Self Storage,-115.0997573,36.1021899,3,3.5,6
15263,Realty 500 Reiss Corporation Property Management,-115.101508,36.1078451,4,1,6
15264,Supercuts,-115.074574,36.099872,3,3.5,6
15265,La Palapa,-115.1162942,36.099157,8,3,6
15266,Geris Olde Philadelphia Restaurant,-115.0996426,36.1014577,49,4,6
15267,Road Runner RV Park,-115.0707055,36.1195032,4,3,6
15268,Barking Lot,-115.0930819,36.1007242,7,4,6
15269,Winchells,-115.0736489,36.1003984,12,4,6
15270,Cliffs Barber Corral & Wild West Showcase,-115.1030149,36.1009736,27,4.5,6
15271,Sweetours,-115.1008858,36.0738761,13,4,6
15272,Ilopango Salvadorean Restaurant,-115.0996426,36.1014577,12,3.5,6
15273,Enterprise Rent-A-Car,-115.096096,36.1154,3,4.5,6
15274,Nevada Suzuki,-115.098902,36.144201,3,5,6
15275,Meyers Service Center,-115.098192,36.1424842,5,4,6
15276,Starbucks,-115.085027,36.135765,4,4,6
15277,Wells Fargo Bank,-115.066222,36.138159,3,3.5,6
15278,Motel 6,-115.0844068,36.1309789,9,3,6
15279,Ace Hardware,-115.1026064,36.1152787,7,3.5,6
15280,Leslies Swimming Pool Supplies,-115.100686,36.130046,4,4.5,6
15281,Holy Family Catholic Church,-115.0728401,36.1081336,3,3,6
15282,Community Lutheran Church,-115.0937634,36.1005436,3,4,6
15283,Hill & Dale Child Development Center,-115.0941043,36.1014337,6,4.5,6
15284,Trop-Aquarium,-115.1072468,36.0998385,21,3,6
15285,Midas,-115.1127705,36.0994765,10,3,6
15286,Kisss Salon & Spa,-115.052228,36.055689,7,4.5,6
15287,Lees Discount Liquor,-115.099284,36.1158004,43,4,6
15288,Dispensary Lounge,-115.117750891158,36.0997175714778,73,4,6
15289,Crystal Palace Skating Center,-115.072999,36.119033,27,2.5,6
15290,Port of Subs,-115.101641,36.0996787,3,2.5,6
15291,Thai Room,-115.1024835,36.0990599,74,4,6
15292,Las Vegas Eagle,-115.0996426,36.1014577,12,2,6
15293,Mountain Vista Animal Hospital,-115.07208,36.1145939,14,5,6
15294,Deseret Industries,-115.072725,36.114565,12,3,6
15295,Ciao Pizzeria,-115.0999935,36.0993723,17,4,6
15296,Planned Parenthood,-115.09151,36.12051,9,1.5,6
15297,The Library,-115.092081,36.138262,11,3.5,6
15298,Churchs Chicken,-115.069022,36.115181,8,3,6
15299,Scott A MacLeod DO,-115.3168439,36.179072,7,5,6
15300,Bassewitz Hugh L MD,-115.1236952,36.1697096,6,3,6
15301,Desert Orthopaedic Center,-115.112373,36.1302666,10,3,6
15302,Raissi Abdi MD,-115.1095991,36.1150854,6,3.5,6
15303,The Nevada Clinic,-115.1072928,36.1235977,4,5,6
15304,Magoos,-115.115197,36.114264,3,3.5,6
15305,Desert Inn Animal Hospital,-115.108147,36.129352,29,4,6
15306,Rum Runner Desert Inn,-115.108235,36.130393,4,4.5,6
15307,Adahs Hair Castle,-115.102953,36.116765,3,3.5,6
15308,Foxy Nails,-115.114885,36.1308556,48,4,6
15309,Flamingo Pet Clinic,-115.113745,36.114315,21,4.5,6
15310,Original Lindo Michoacan,-115.113318,36.129159,460,4,6
15311,Cafe Verdi,-115.1378447,36.1161328,49,2,6
15312,Jesses Barber Shop,-115.1167842,36.0997385,24,4.5,6
15313,The Property Group,-115.0948696,36.1298072,4,4,6
15314,Omelet House & More,-115.1084585,36.1305272,22,3.5,6
15315,Del Taco,-115.1033537,36.1299776,6,3,6
15316,Mr Eatz,-115.2325496,36.1964168,22,3,6
15317,Taco Bell,-115.116422,36.100077,4,3.5,6
15318,Vegas Flowers,-115.1188878,36.1165777,5,4,6
15319,Albertsons,-115.110824584961,36.1287002563477,12,3,6
15320,Allure Salon,-115.1122302,36.1151447,3,5,6
15321,Quality Real Estate & Management,-115.111914,36.115777,5,3,6
15322,Butler Tikva Apn Nd,-115.1114132,36.1299647,4,4.5,6
15323,Mary A Grant OD,-115.09151,36.12051,3,5,6
15324,McDonalds,-115.109284,36.1300968,4,2.5,6
15325,Panda Express,-115.102291,36.115602,7,3,6
15326,Great Buns Bakery,-115.103546,36.100745,67,4.5,6
15327,Joeys Pizza,-115.064355432987,36.1292659557501,27,3,6
15328,Fantastic Sams,-115.089697105469,36.1174731236977,3,3.5,6
15329,Ichabods Lounge,-115.102953,36.116765,62,4,6
15330,Outback Steakhouse,-115.101483,36.114023,12,3,6
15331,Hair Mechanix Family Hair Care,-115.1000454,36.0992774,14,3.5,6
15332,Nail Max,-115.1024835,36.0990599,7,4.5,6
15333,Legacy Oriental Medical Center,-115.291844,36.1139129,4,5,6
15334,Sushi On Tropicana,-115.114283,36.099319,123,3.5,6
15335,NPS Pool & Spa Supply,-115.11724,36.041848,10,3.5,6
15336,The UPS Store,-115.134246826172,36.0107345581055,6,3,6
15337,Walmart,-115.1242667,36.0228324,42,2.5,6
15338,Cactus Jacks Saloon,-115.137164,35.996832,14,3.5,6
15339,Wendys,-115.1190843,36.018727,8,2,6
15340,SmartStyle,-115.125314,36.023045,4,2.5,6
15341,Rockys Philly Cheese Steaks,-115.1691491,36.0549289,4,2.5,6
15342,Pier 1 Imports,-115.119996602067,36.0102586735453,6,4,6
15343,Sally Beauty Supply,-115.1189721,36.0205499,15,3.5,6
15344,Reebok Factory Direct Store,-115.1695624,36.0539587,5,4,6
15345,U 2 Nails,-115.1174397,36.0406189,13,3,6
15346,Timothy P. Reardon  DDS MS,-115.117765,36.035241,6,3.5,6
15347,Port of Subs,-115.1190908,36.0211192,12,4,6
15348,Payless Shoesource,-115.1189721,36.0205499,5,3.5,6
15349,Hush Puppies Factory Direct,-115.15036,36.01979,3,4.5,6
15350,Burlington Brands,-115.1691491,36.0549289,5,4,6
15351,Las Vegas Athletic Club,-115.1204704,36.0261968,160,3,6
15352,Wells Fargo Bank,-115.1523787,36.041297,3,4.5,6
15353,7-11,-115.117846,36.0201153,8,3,6
15354,7-Eleven,-115.1538762,36.041962,7,3.5,6
15355,Geebees Bar & Grill,-115.171268,36.034012,34,4,6
15356,Wendys,-115.118789,36.055987,13,3,6
15357,Ross Dress for Less,-115.1189673,36.020536,14,3.5,6
15358,Plaza Books,-115.1163972,36.0559736,7,4.5,6
15359,Spectrum Dental,-115.1189721,36.0205499,6,2.5,6
15360,Supercuts,-115.1193301,36.02074437,5,4,6
15361,Beijing Chinese Cuisine,-115.1190908,36.0211192,53,4,6
15362,Pizza Hut,-115.116606,36.041827,6,2.5,6
15363,Seema B Sood MD,-115.1183393,36.03497,7,2,6
15364,VF Outlet,-115.1691493,36.0549288,3,3.5,6
15365,Lees Discount Liquor,-115.1717827,36.0242999,36,3,6
15366,All Fired Up,-115.1306491,36.0715832,12,5,6
15367,Claires,-115.1187458,36.0115528,3,4.5,6
15368,McDonalds,-115.1723816,36.0565722,13,2.5,6
15369,Great Clips,-115.120455,36.041095,11,3,6
15370,Rancho Serene Apartments,-115.15036,36.01979,3,1.5,6
15371,Taco Bell,-115.127524,36.020586,14,3,6
15372,Ulta Salon Cosmetics & Fragrance,-115.1218838,36.0101787,42,3.5,6
15373,Nautica of Las Vegas,-115.1568176,36.1634608,3,3.5,6
15374,Hottie,-115.1187458,36.0115528,9,3,6
15375,The Studio At Target,-115.121841,36.012394,8,3,6
15376,Round Table Pizza,-115.114895,36.028096,12,4,6
15377,Augusta Apartments,-115.128859,36.005066,5,3,6
15378,Perfumania,-115.1691491,36.0549289,3,2.5,6
15379,Mickeys Cues & Brews,-115.15036,36.01979,18,4.5,6
15380,AppleOne Employment Services,-115.1219555,36.0281883,3,1.5,6
15381,Stride Rite Manufacturers Outlet,-115.1691493,36.0549288,3,3.5,6
15382,Levis Outlet Store,-115.1695624,36.0539587,6,3.5,6
15383,Star Nursery,-115.1193876,36.030859,28,3.5,6
15384,Thai House Restaurant,-115.136482715607,36.0116513321176,202,3.5,6
15385,Our Lady of Victory Traditional Catholic Church,-115.131017,36.041445,3,3.5,6
15386,Park Animal Hospital,-115.117757,36.036629,15,3.5,6
15387,T-Bird Lounge & Restaurant,-115.1188775,36.0176758,61,4,6
15388,Papa Johns Pizza,-115.1190908,36.0211192,21,2,6
15389,24 Hour Fitness,-115.138092041016,36.0103758493689,70,3,6
15390,Casa Don Juan,-115.1538305,36.157156,399,3.5,6
15391,Perfect Smile Dental,-115.1209679,36.0268496,6,4,6
15392,Neon Sun Tanning,-115.117026,36.0203391,4,4,6
15393,Hand In Hand Preschool & Early Development Center,-115.1312542,36.0210622,4,5,6
15394,Jack In the Box,-115.1536095,36.0128668,6,3,6
15395,Michaels,-115.1204324,36.0100545,28,3.5,6
15396,Wet Seal,-115.15036,36.01979,4,2,6
15397,Cvs Pharmacy,-115.171611,36.041843,21,2.5,6
15398,Stein Mart,-115.0460655,36.0587927,5,3.5,6
15399,Goldfingers Bar & Grill,-115.138937,36.005843,22,3.5,6
15400,Dollar Bills Llc,-115.1718069,36.0355978,3,4.5,6
15401,Pebble Road-Maryland Pkwy Animal Hospital,-115.135238647461,36.0275611877441,42,3.5,6
15402,Office Depot,-115.120817,36.011052,9,3,6
15403,Popeyes Chicken & Biscuits,-115.1703534,36.0418801,32,3.5,6
15404,Bath & Body Works,-115.1180074,36.010323,12,4,6
15405,Optical Effects Vision Center,-115.137292,36.010128,8,4.5,6
15406,Nevada School of Massage Therapy,-115.120455,36.041095,6,3,6
15407,Chuck E Cheeses,-115.11700887542,36.02197893743,24,3.5,6
15408,Palm Mortuaries & Cemeteries,-115.113824,36.0514889,9,3.5,6
15409,Positano,-115.122313,36.005315,10,3.5,6
15410,Tommy Hilfiger,-115.170654058456,36.0539044318843,4,3,6
15411,Charlotte Russe #218,-115.169258511394,36.0517756702456,7,3,6
15412,Purrfect Auto,-115.1516232,36.01373,5,2,6
15413,Cold Stone Creamery,-115.1370781,36.0115513,18,3,6
15414,Kessler & Sons Music,-115.1175105,36.0143056,7,4,6
15415,Goodwill Southern Nevada,-115.118447,36.0214878,27,3,6
15416,Sams Club,-115.12655,36.023053,47,4,6
15417,Cynthia Kiernan OD,-115.1189218,36.0205834,9,4,6
15418,Country Club Auto Spa,-115.117881,36.021067,62,3.5,6
15419,Cancun Resort,-115.1734747,36.0379677,134,3,6
15420,Mulligans Border Bar & Grill,-115.1357133,36.027642,18,4.5,6
15421,Dominos Pizza,-115.117383,36.0194669,21,2.5,6
15422,Leftys Pizza,-115.146159,36.006922,42,3.5,6
15423,Little Dumpling,-115.1185832,36.0180728,13,4,6
15424,Terrible Herbst #229,-115.119265,36.019298,20,3.5,6
15425,Nevada School of Massage,-115.120455,36.041095,16,4,6
15426,David W Gates DDS,-115.1075033,36.001922,4,5,6
15427,Home Consignment Center,-115.1189361,36.0205331,11,2.5,6
15428,Pretty Nails,-115.1193523,36.020712,18,2,6
15429,Dreamers Bar & Grill,-115.120455,36.041095,5,4,6
15430,Windmill Station Shell Gas,-115.1321403,36.0422109,4,4,6
15431,Park Avenue Condominiums,-115.1678795,36.0246399,6,4,6
15432,Sushi Mon,-115.136169,36.011942,623,4,6
15433,99 Cents Only Stores,-115.116924,36.021119,15,4,6
15434,Marshalls,-115.121608697123,36.0108514787065,31,4,6
15435,DOC Hollidays Saloons,-115.117026,36.0203391,7,3,6
15436,Gabriel Jewelers,-115.1193523,36.020712,14,3.5,6
15437,Krispy Kreme Doughnuts,-115.119346,36.011665,67,3.5,6
15438,Nails Unique,-115.1721706,36.0151319,22,4,6
15439,Silver State Schools Credit Union,-115.11869430542,36.0205723541466,4,1.5,6
15440,Vegas Vacuum and Sewing,-115.1189623,36.0123098,7,4,6
15441,The Bootlegger Bistro,-115.171539306641,36.0489921569824,306,3.5,6
15442,Great Clips,-115.126814,36.021284,6,4,6
15443,Silverado Chiropractic,-115.138063,36.011485,17,4.5,6
15444,Verrazano Pizza,-115.120455,36.041095,31,4,6
15445,Malibu Bay Suites,-115.171261,36.0366349,3,2.5,6
15446,The Home Depot,-115.1221013,36.0218814,25,3.5,6
15447,Mama Depalmas Pizza & Bistro,-115.1371278,36.0106875,86,3.5,6
15448,Elite Nails,-115.1523787,36.041297,8,4.5,6
15449,Chopstix,-115.12046,36.041101,58,3.5,6
15450,Walgreens,-115.119157,36.041862,13,4.5,6
15451,Uniform Sports,-115.1691491,36.0549289,8,4.5,6
15452,House of Smokes & Gifts,-115.136056,36.012764,35,5,6
15453,KFC,-115.120756,36.041953,10,2,6
15454,Instyle Nails,-115.136056,36.012764,22,3,6
15455,The Kitchen Collection,-115.15036,36.01979,4,4.5,6
15456,Fazolis,-115.119277,36.011058,13,3,6
15457,Officemax,-115.123107,36.022179,10,4,6
15458,Ritz Camera,-115.1691491,36.0549289,3,1.5,6
15459,Regal Nails,-115.1189218,36.0205834,4,2.5,6
15460,Carters Babies & Kids,-115.1695624,36.0539587,3,3.5,6
15461,Jack In The Box,-115.1193403,36.04186,9,3.5,6
15462,Nike Factory Store,-115.1690569,36.0549747,32,3.5,6
15463,Vons,-115.1527614,36.0412926,33,4,6
15464,Angels Touch Day Spa,-115.242423,36.143593,12,4,6
15465,G H Bass,-115.1691491,36.0549289,5,3.5,6
15466,Hat Company,-115.1695624,36.0539587,5,4.5,6
15467,Professional Brake Service,-115.152339935303,36.0136994381459,136,5,6
15468,Fossil Outlet Store,-115.169214752617,36.0513905171621,9,4.5,6
15469,Van Heusen,-115.15036,36.01979,4,3.5,6
15470,Tobacco Leaf,-115.1179769,36.0184198,29,5,6
15471,Windmill Floral Expressions,-115.116606,36.041827,6,2.5,6
15472,Great American Cookies,-115.1691491,36.0549289,4,4,6
15473,McDonalds,-115.120061,36.021492,3,3,6
15474,Petco,-115.1189492,36.0205228,24,3,6
15475,Del Taco,-115.121054,36.020812,21,3.5,6
15476,Canyon Falls Spa & Salon,-115.117212238651,36.0202496562075,61,3.5,6
15477,Choice Dental,-115.1342193,36.0107363,5,3.5,6
15478,PTs,-115.150864,36.013565,24,3.5,6
15479,Stash Clothing,-115.114887,36.02915,4,4.5,6
15480,Kopper Keg Lounge,-115.1193516,36.0290393,7,3,6
15481,Kopper Keg Restaurant,-115.1193516,36.0290393,13,4,6
15482,Ted Wiens Tire & Auto Centers,-115.1190154,36.0182037,19,3,6
15483,Boulevard Bar & Grille,-115.171766,36.010762,50,3.5,6
15484,Panda Express,-115.136056,36.012764,13,3,6
15485,Copper Creek Apartments,-115.153477,36.017761,15,2,6
15486,Nordstrom Rack,-115.046292,36.062758,68,4,6
15487,Amalfi,-115.1797738,36.035446,4,3,6
15488,Dennys Restaurant,-115.1183069,36.0197781,31,3,6
15489,Las Vegas Club Hotel & Casino,-115.1456365,36.1712266,93,2,6
15490,Salon Indigo,-115.250331,36.219859,8,5,6
15491,Seton Academy,-115.2928995,36.2293904,5,4.5,6
15492,7-Eleven,-115.296313539147,36.2186884135008,7,3.5,6
15493,CVS/pharmacy,-115.250842,36.24104,12,3,6
15494,Childrens Dental Care and Orthodontics,-115.259869,36.226007,6,5,6
15495,Four Seasons Landscaping & Tree Service,-115.2719048,36.2330997,5,5,6
15496,KFC,-115.280424,36.219158,7,2.5,6
15497,Abrams Eye Institute,-115.291485,36.071248,10,4.5,6
15498,Little Caesars Pizza,-115.276246,36.21907,5,3,6
15499,Cheyenne West Animal Hospital,-115.259885,36.226404,35,4.5,6
15500,Gymboree Play & Music,-115.2591191,36.2190682,12,5,6
15501,Magoos-Cheyenne,-115.255569,36.218555,8,2.5,6
15502,Dairy Queen,-115.2514512,36.2338374,10,3,6
15503,The Cracked Egg,-115.2624712,36.2191781,144,4,6
15504,Pizza Hut,-115.2596177,36.2185259,8,1.5,6
15505,Chase Bank,-115.2526096,36.240697,3,3,6
15506,Subway,-115.2627104,36.2184533,12,3,6
15507,Viva El Taco,-115.27675,36.219022,30,3,6
15508,Grooming by Darcy,-115.2553199,36.2187623,9,3,6
15509,Original Pancake House,-115.281564,36.2187749,9,4,6
15510,Sushi In Summerlin,-115.2595642,36.2185429,37,2.5,6
15511,Shadow Hills Apartments,-115.324158,36.223886,4,1.5,6
15512,Nail Quest,-115.2553199,36.2187623,12,3.5,6
15513,City Stop Viii,-115.2514394,36.2327578,3,3.5,6
15514,McDonalds,-115.250171,36.240964,12,3.5,6
15515,Timbers - Cheyenne,-115.2961879,36.2190128,23,4,6
15516,Boulders At Lone Mountain,-115.314589,36.226689,8,2.5,6
15517,Craig Road Pet Cemetery,-115.2526132,36.2406946,13,4.5,6
15518,Star Nursery,-115.2542259,36.2183796,10,3,6
15519,Wells Fargo Bank,-115.2786884,36.2194552,4,3.5,6
15520,Brian K Anderson OD,-115.2736475,36.2189889,3,4,6
15521,Einstein Bros,-115.27473,36.218883,19,2.5,6
15522,Supersmile Orthodontics,-115.2868474,36.2896832,9,5,6
15523,Burger King,-115.280851,36.219153,7,3,6
15524,Starbucks Coffee,-115.2627104,36.2184533,3,3.5,6
15525,Sonic Drive-In,-115.256763,36.218705,23,3.5,6
15526,Las Vegas Chiropractic Associates,-115.2917521,36.2188491,5,4.5,6
15527,Putters Bar & Grill,-115.264596,36.218868,18,3.5,6
15528,Terrible Herbst #227,-115.251889,36.218658,5,3,6
15529,Walgreens,-115.280504,36.2186809,12,3,6
15530,Dona Maria Tamales Restaurant,-115.2515275,36.2191606,130,3.5,6
15531,Leslies Swimming Pool Supplies,-115.250331,36.219859,10,3,6
15532,Won Cleaners,-115.2498665,36.2402946,3,4.5,6
15533,Capriottis Sandwich Shop,-115.259042287394,36.218708014143,44,3.5,6
15534,Gallos Pizza Kitchen,-115.250331,36.219859,12,3.5,6
15535,El Pollo Loco,-115.2563564,36.2186396,22,2.5,6
15536,Gyro Time Restaurant,-115.2627104,36.2184533,44,3.5,6
15537,Cook On Wok,-115.2761585,36.2190695,45,3,6
15538,BKs Golf Services,-115.286368,36.26028,5,5,6
15539,Glen A Gallimore DDS,-115.3321223,36.223029,7,5,6
15540,Great Clips,-115.276246,36.21907,13,4,6
15541,Cake World Bakery,-115.1312788,36.1677428,15,3,6
15542,YMCA of Southern Nevada,-115.2789313,36.2238309,6,3.5,6
15543,Luckys Lounge,-115.2708423,36.2984408,9,3.5,6
15544,Crispy Critters Pest Control,-115.2185573,36.1688235,5,3.5,6
15545,Custom Clips,-115.2508896,36.2635287,4,4.5,6
15546,Taco Bell,-115.264308,36.281058,10,3.5,6
15547,Wright Chiropractic,-115.2626989,36.2787441,3,4.5,6
15548,Grand China III,-115.2798639,36.3000254,33,2.5,6
15549,Blockbuster Video,-115.2815309,36.3006288,3,3.5,6
15550,Sassy Nails,-115.2616009,36.281213,12,3.5,6
15551,Supercuts,-115.279572,36.301049,9,3.5,6
15552,City Stop Vii,-115.2694685,36.2980004,4,4.5,6
15553,The UPS Store,-115.308380126953,36.3278999328613,6,4.5,6
15554,Dairy Queen,-115.2822117,36.3027192,22,2,6
15555,Papa Johns Pizza,-115.2826413,36.3011557,3,1,6
15556,Palm Mortuaries & Cemeteries,-115.226444,36.2813072,5,4,6
15557,Starbucks,-115.280378,36.299843,21,3.5,6
15558,Vons,-115.261462926865,36.2803126273932,11,3,6
15559,Gilcrease Nature Sanctuary,-115.272828,36.30921,31,4.5,6
15560,Centennial Hills Animal Hospital,-115.269947,36.29778,47,3.5,6
15561,Centennial Hills Dental Health Centre,-115.270636,36.297379,7,4.5,6
15562,Subway,-115.2635864,36.2790286,7,3.5,6
15563,Flair Cleaners,-115.270636,36.297379,4,2,6
15564,McDonalds,-115.28124,36.3019566,22,2.5,6
